Region,Month,Year,FunctionalGroup,BPUE,Grazing_m3
Confluence,5,2023,Herbivore,1846.5174285714286,0.006553703571428571
Confluence,5,2023,Omnivor,721.7196428571428,5.782271428571428e-4
Confluence,5,2023,Predator,24.20992857142857,1.9645492857142856e-4
Confluence,6,2010,Herbivore,3490.2614495818934,0.026012824124308567
Confluence,6,2010,Omnivor,8864.305167985558,0.06717644309908737
Confluence,6,2010,Predator,71.12311359333403,0.005942539870218861
Confluence,6,2011,Herbivore,1533.6912375048723,0.009493866423857102
Confluence,6,2011,Omnivor,6423.689579437072,0.04639570107146925
Confluence,6,2011,Predator,39.5545457285991,3.420973685521638e-4
Confluence,6,2012,Herbivore,4164.682998348729,0.022145617719078883
Confluence,6,2012,Omnivor,8284.98212460556,0.06565345498473456
Confluence,6,2012,Predator,183.47656549892807,0.01635063545688724
Confluence,6,2013,Herbivore,2327.721435813579,0.008772026884576315
Confluence,6,2013,Omnivor,10399.687859936786,0.08157896186156464
Confluence,6,2013,Predator,382.4302205374382,0.037091468484891
Confluence,6,2014,Herbivore,5326.210379985707,0.017322543181376306
Confluence,6,2014,Omnivor,9714.976219140599,0.07638802509550756
Confluence,6,2014,Predator,1592.0820424118142,0.10741778631510075
Confluence,6,2015,Herbivore,4541.613489525203,0.014148594966016113
Confluence,6,2015,Omnivor,7574.791502652659,0.05667512582936607
Confluence,6,2015,Predator,656.1773186481079,0.025917542007260645
Confluence,6,2016,Herbivore,8860.317018270243,0.04374140020920751
Confluence,6,2016,Omnivor,8551.755060557472,0.0617079935578652
Confluence,6,2016,Predator,1402.5008496708533,0.1466200658129762
Confluence,6,2017,Herbivore,2455.052903223493,0.012836101763156992
Confluence,6,2017,Omnivor,14459.914787982305,0.09363861735678822
Confluence,6,2017,Predator,115.53687769401614,0.003665936257219752
Confluence,6,2018,Herbivore,3576.3642607437514,0.025635185404955643
Confluence,6,2018,Omnivor,15008.389761809518,0.11038552387848298
Confluence,6,2018,Predator,561.0924993376562,0.047455023552414544
Confluence,6,2019,Herbivore,1783.7780126344096,0.009175946306939213
Confluence,6,2019,Omnivor,15191.603362438098,0.11556338740977465
Confluence,6,2019,Predator,166.26228581731044,0.01222649097516732
Confluence,6,2020,Herbivore,4342.3172057309985,0.03751744302853118
Confluence,6,2020,Omnivor,6709.520399328097,0.049318482787035954
Confluence,6,2020,Predator,1277.5103733904248,0.12478120735854685
Confluence,6,2021,Herbivore,3189.634660859567,0.015629284887713698
Confluence,6,2021,Omnivor,8330.860230607303,0.0600581350612911
Confluence,6,2021,Predator,1609.9660159002306,0.07765685990146591
Confluence,6,2022,Herbivore,2542.732178865702,0.01233229999040903
Confluence,6,2022,Omnivor,6800.6385515040565,0.04958115965542456
Confluence,6,2022,Predator,1240.9449521565055,0.051179929156236904
Confluence,6,2023,Herbivore,2240.9579,0.0123051424
Confluence,6,2023,Omnivor,9579.912575,0.065970002825
Confluence,6,2023,Predator,55.014125,0.00168135975
Confluence,7,2010,Herbivore,3109.815242684984,0.014265854199304484
Confluence,7,2010,Omnivor,8823.177625005943,0.06454700294431753
Confluence,7,2010,Predator,205.7161958119103,0.01740399062451968
Confluence,7,2011,Herbivore,949.3841096734839,0.006282710939806378
Confluence,7,2011,Omnivor,10226.520314357878,0.07993198269635449
Confluence,7,2011,Predator,67.05489994484095,0.005395781691044438
Confluence,7,2012,Herbivore,2530.0749118553767,0.00717520260995313
Confluence,7,2012,Omnivor,5114.8488352679005,0.03802756336607672
Confluence,7,2012,Predator,407.63856669884154,0.041720113257570704
Confluence,7,2013,Herbivore,3195.539369454728,0.0048790269865697615
Confluence,7,2013,Omnivor,5622.376619446945,0.03748759038022502
Confluence,7,2013,Predator,890.526943662537,0.08096390216963004
Confluence,7,2014,Herbivore,5007.062158890672,0.009994484549843
Confluence,7,2014,Omnivor,9340.368781085703,0.06285191849802384
Confluence,7,2014,Predator,1650.7998501980408,0.11484757032994924
Confluence,7,2015,Herbivore,5278.11316829122,0.012785753330498913
Confluence,7,2015,Omnivor,5523.788801658696,0.03906609058608869
Confluence,7,2015,Predator,1339.4438083947286,0.08805069041703087
Confluence,7,2016,Herbivore,4050.2512918670154,0.015129919982953748
Confluence,7,2016,Omnivor,6707.748117017131,0.04020901489560141
Confluence,7,2016,Predator,1029.5304913538132,0.09626920820943971
Confluence,7,2017,Herbivore,8298.293524287563,0.046300532740398345
Confluence,7,2017,Omnivor,18062.758947585407,0.10566939989717472
Confluence,7,2017,Predator,887.5523636616032,0.07195299376153744
Confluence,7,2018,Herbivore,5286.784684064712,0.01737004474270983
Confluence,7,2018,Omnivor,8433.112795771764,0.06087816457935684
Confluence,7,2018,Predator,2222.1470968511526,0.2348610010074404
Confluence,7,2019,Herbivore,1334.8562925911674,0.005003339555150689
Confluence,7,2019,Omnivor,16451.35856374463,0.12520189114544927
Confluence,7,2019,Predator,976.2465601305253,0.10207553673427744
Confluence,7,2020,Herbivore,2718.58879048295,0.02107369913688754
Confluence,7,2020,Omnivor,3503.071788562108,0.02338668330196732
Confluence,7,2020,Predator,2004.4293184347123,0.20189944769700416
Confluence,7,2021,Herbivore,4693.3391991809085,0.010251856287465678
Confluence,7,2021,Omnivor,3576.1248070263423,0.024732890352170037
Confluence,7,2021,Predator,3821.4997254220825,0.27404592992864746
Confluence,7,2022,Herbivore,1582.1878450438153,0.004407684513743404
Confluence,7,2022,Omnivor,1932.7459754350004,0.013267494256784586
Confluence,7,2022,Predator,1118.4473543320573,0.07357034368513028
Confluence,7,2023,Herbivore,3986.89815,0.0160892175
Confluence,7,2023,Omnivor,15298.992175,0.11958932175
Confluence,7,2023,Predator,799.605175,0.082077653775
Confluence,7,2024,Herbivore,164.10458333333332,0.0026044416666666666
Confluence,7,2024,Omnivor,2394.2489166666664,0.018088747041666665
Confluence,7,2024,Predator,1366.6390833333332,0.13532319454166666
Confluence,8,2010,Herbivore,1575.3884210526317,0.003484029210526316
Confluence,8,2010,Omnivor,4712.269447368421,0.03083859465789474
Confluence,8,2010,Predator,340.9446052631579,0.028356694736842106
Confluence,8,2011,Herbivore,1666.8731842105265,0.004474219447368422
Confluence,8,2011,Omnivor,6704.562052631579,0.04628680752631579
Confluence,8,2011,Predator,600.6116052631579,0.05836095047368421
Confluence,8,2012,Herbivore,1812.261552631579,0.0027997076315789474
Confluence,8,2012,Omnivor,3645.8105,0.024255251578947368
Confluence,8,2012,Predator,498.580947368421,0.045938544842105265
Confluence,8,2013,Herbivore,2272.798325,0.005765434125
Confluence,8,2013,Omnivor,4887.826375,0.0299155547
Confluence,8,2013,Predator,775.233675,0.06126942
Confluence,8,2014,Herbivore,8098.685206896552,0.01739644103448276
Confluence,8,2014,Omnivor,6817.233517241379,0.048019679068965516
Confluence,8,2014,Predator,1230.351724137931,0.09457186551724138
Confluence,8,2015,Herbivore,5686.918473684211,0.010315563684210527
Confluence,8,2015,Omnivor,4140.694421052632,0.028602217157894738
Confluence,8,2015,Predator,1035.631105263158,0.09291558421052631
Confluence,8,2016,Herbivore,3861.786073170732,0.010342332341463414
Confluence,8,2016,Omnivor,6226.028731707317,0.03397574268292683
Confluence,8,2016,Predator,1056.7705853658535,0.10403971292682926
Confluence,8,2017,Herbivore,4169.080714285715,0.008049158095238096
Confluence,8,2017,Omnivor,7719.488023809524,0.04911245269047619
Confluence,8,2017,Predator,1975.7782857142856,0.2095201407857143
Confluence,8,2018,Herbivore,4341.598090909091,0.015090366818181818
Confluence,8,2018,Omnivor,5055.355727272727,0.03082229972727273
Confluence,8,2018,Predator,1054.87825,0.10324980922727273
Confluence,8,2019,Herbivore,1963.5644497161347,0.007702173321747367
Confluence,8,2019,Omnivor,4309.592074285212,0.027594319151854983
Confluence,8,2019,Predator,2049.7568840032304,0.21975492609521535
Confluence,8,2020,Herbivore,2975.122904161121,0.01509617160304214
Confluence,8,2020,Omnivor,2834.7994667106686,0.018325084901133937
Confluence,8,2020,Predator,1745.3043250848775,0.16836881720415825
Confluence,8,2021,Herbivore,3629.389667005372,0.021560907057360062
Confluence,8,2021,Omnivor,6491.929703023091,0.04919495324642518
Confluence,8,2021,Predator,1915.2816350469918,0.17255767184626253
Confluence,8,2022,Herbivore,1135.8812425881713,0.00411019454352463
Confluence,8,2022,Omnivor,1995.9802316404255,0.013841016121942534
Confluence,8,2022,Predator,1360.3817005676156,0.09868928976579967
Confluence,8,2023,Herbivore,4661.4595500000005,0.02575031375
Confluence,8,2023,Omnivor,5320.8901,0.038414757199999996
Confluence,8,2023,Predator,2029.468725,0.21765006205
Confluence,8,2024,Herbivore,39.03525,4.5704875e-4
Confluence,8,2024,Omnivor,1215.44725,0.006574066625
Confluence,8,2024,Predator,1032.958875,0.08249665475
Confluence,9,2010,Herbivore,7867.863,0.008059499411764705
Confluence,9,2010,Omnivor,3327.622705882353,0.026961605294117647
Confluence,9,2010,Predator,2115.351705882353,0.1590897823529412
Confluence,9,2011,Herbivore,1917.5941200000002,0.0044614244
Confluence,9,2011,Omnivor,4676.00912,0.03160741328
Confluence,9,2011,Predator,1094.64472,0.12084302488
Confluence,9,2012,Herbivore,6565.90775,0.007937973571428572
Confluence,9,2012,Omnivor,5930.444607142857,0.03314371714285714
Confluence,9,2012,Predator,966.1791071428571,0.08925001785714286
Confluence,9,2013,Herbivore,4485.676333333334,0.006240588958333334
Confluence,9,2013,Omnivor,5624.030624999999,0.037275013541666666
Confluence,9,2013,Predator,1188.8304166666667,0.11969120833333333
Confluence,9,2014,Herbivore,4708.804035714285,0.016939875714285714
Confluence,9,2014,Omnivor,8623.35475,0.06315478067857143
Confluence,9,2014,Predator,1212.8011428571428,0.116306625
Confluence,9,2015,Herbivore,8543.25459375,0.014922887187500001
Confluence,9,2015,Omnivor,8774.2259375,0.071869776
Confluence,9,2015,Predator,1475.4158125,0.133301384375
Confluence,9,2016,Herbivore,6876.225038461538,0.011294840384615385
Confluence,9,2016,Omnivor,6429.575769230769,0.042352391692307693
Confluence,9,2016,Predator,1046.8048076923076,0.0893801935
Confluence,9,2017,Herbivore,3399.2028395783423,0.006294440210813724
Confluence,9,2017,Omnivor,6985.106143821353,0.04891219157696156
Confluence,9,2017,Predator,815.9148216283118,0.0902903959163134
Confluence,9,2018,Herbivore,3852.7304358214465,0.004823591904056849
Confluence,9,2018,Omnivor,5235.251678165419,0.03535216712600978
Confluence,9,2018,Predator,1776.3387907128558,0.1757587405843439
Confluence,9,2019,Herbivore,1111.4433957497286,0.005738205798922359
Confluence,9,2019,Omnivor,3954.2801415849353,0.026017835283772228
Confluence,9,2019,Predator,718.6150574089995,0.07769414773446892
Confluence,9,2020,Herbivore,2839.369898738952,0.005407102570471154
Confluence,9,2020,Omnivor,2446.3952357202584,0.01685990123584154
Confluence,9,2020,Predator,2106.000472937158,0.20703493746097562
Confluence,9,2021,Herbivore,2488.4083325790543,0.0037469291936496154
Confluence,9,2021,Omnivor,3608.1292302169704,0.026505438102285298
Confluence,9,2021,Predator,1416.1359103605741,0.12321003348458984
Confluence,9,2022,Herbivore,2331.07656002948,0.006876772528954603
Confluence,9,2022,Omnivor,2345.515410538525,0.018027871198295332
Confluence,9,2022,Predator,1833.9445731997928,0.15990484795391044
Confluence,9,2023,Herbivore,2605.923870967742,0.01639886935483871
Confluence,9,2023,Omnivor,4393.640838709677,0.029923486225806453
Confluence,9,2023,Predator,813.7069064516129,0.08528796370967742
Confluence,9,2024,Herbivore,45.764,5.707342857142857e-4
Confluence,9,2024,Omnivor,3850.964142857143,0.029489786214285715
Confluence,9,2024,Predator,1057.8464999999999,0.11263885835714285
Confluence,10,2010,Herbivore,5504.299357142858,0.0056041114285714285
Confluence,10,2010,Omnivor,2926.3,0.02489894
Confluence,10,2010,Predator,895.3599999999999,0.08768775
Confluence,10,2011,Herbivore,775.6792083333333,0.0018287911666666668
Confluence,10,2011,Omnivor,3064.38925,0.020723137333333332
Confluence,10,2011,Predator,563.680125,0.062275577458333335
Confluence,10,2012,Herbivore,6711.888333333333,0.007969979333333333
Confluence,10,2012,Omnivor,5768.1727083333335,0.04465241370833333
Confluence,10,2012,Predator,534.7535833333333,0.04970650833333334
Confluence,10,2013,Herbivore,5425.617357142857,0.00603974
Confluence,10,2013,Omnivor,3859.208642857143,0.031049616749999998
Confluence,10,2013,Predator,1574.1743928571427,0.16697164392857142
Confluence,10,2014,Herbivore,6243.4556,0.012546696
Confluence,10,2014,Omnivor,8238.494466666667,0.0626847907
Confluence,10,2014,Predator,2122.5897,0.191830299
Confluence,10,2015,Herbivore,6149.030142857143,0.013585283071428571
Confluence,10,2015,Omnivor,6508.374285714285,0.04966656225
Confluence,10,2015,Predator,1938.476857142857,0.19500192142857142
Confluence,10,2016,Herbivore,5311.69625,0.006155840357142857
Confluence,10,2016,Omnivor,3982.079142857143,0.030211995214285716
Confluence,10,2016,Predator,1518.4260714285713,0.133786494
Confluence,10,2017,Herbivore,2287.4956578698416,0.0053702624249116265
Confluence,10,2017,Omnivor,6575.49111327727,0.04269567559830533
Confluence,10,2017,Predator,342.24348596590727,0.0362674276826451
Confluence,10,2018,Herbivore,2710.64120558647,0.0032854670584823763
Confluence,10,2018,Omnivor,2633.7487620279335,0.020646505921809756
Confluence,10,2018,Predator,1743.0983206167946,0.18010748403881544
Confluence,10,2019,Herbivore,607.4879228630188,0.0025727493377687718
Confluence,10,2019,Omnivor,3218.1929378655846,0.02183187784586802
Confluence,10,2019,Predator,550.0036920415823,0.06133525650332532
Confluence,10,2020,Herbivore,4098.263058353592,0.00540038758922898
Confluence,10,2020,Omnivor,3655.0502897453475,0.027693284888236684
Confluence,10,2020,Predator,2573.389604720197,0.24264378957366228
Confluence,10,2021,Herbivore,2050.2694425943314,0.0028771760643547337
Confluence,10,2021,Omnivor,2374.019333292304,0.019150164622374788
Confluence,10,2021,Predator,2145.1503804707104,0.18276700153975
Confluence,10,2022,Herbivore,1506.5612619389256,0.0024763139987585277
Confluence,10,2022,Omnivor,1904.797868008521,0.014506745670805609
Confluence,10,2022,Predator,2424.17237011281,0.2109743984334546
Confluence,10,2023,Herbivore,1777.9216451612904,0.00647079
Confluence,10,2023,Omnivor,4559.969677419354,0.031978018612903225
Confluence,10,2023,Predator,725.2967096774194,0.0758425829032258
Confluence,10,2024,Herbivore,44.55735714285714,5.177614285714286e-4
Confluence,10,2024,Omnivor,5289.350571428571,0.042311559500000005
Confluence,10,2024,Predator,3273.576857142857,0.3470000642857143
Confluence,11,2010,Herbivore,3886.1607500000005,0.003999325625
Confluence,11,2010,Omnivor,1532.629125,0.0134675728125
Confluence,11,2010,Predator,622.003,0.063762626125
Confluence,11,2011,Herbivore,1545.4490833333334,0.002304170375
Confluence,11,2011,Omnivor,1901.9491666666668,0.015854127708333332
Confluence,11,2011,Predator,1040.926375,0.11121510629166667
