Region,Season,YearAdj,FunctionalGroup,BPUE,Grazing_m3
Confluence,Spring,2011,Herbivore,1938.0180487549412,0.009700308751307994
Confluence,Spring,2011,Omnivor,937.3801699530093,0.00151197282742839
Confluence,Spring,2011,Predator,9.07358345533429,7.803945672562931e-5
Confluence,Spring,2012,Herbivore,2330.128911829169,0.016272490730411024
Confluence,Spring,2012,Omnivor,1658.6137048980904,0.011473440398184003
Confluence,Spring,2012,Predator,16.273414706993222,0.0014793913301386664
Confluence,Spring,2013,Herbivore,5990.540252678635,0.03031786266347143
Confluence,Spring,2013,Omnivor,3190.143640704871,0.02075523729841922
Confluence,Spring,2013,Predator,130.06900022570528,0.01336006228820639
Confluence,Spring,2014,Herbivore,2847.6082647556073,0.012156546952785122
Confluence,Spring,2014,Omnivor,4256.058697083646,0.030677564960145107
Confluence,Spring,2014,Predator,171.44420094069122,0.012590459137087485
Confluence,Spring,2015,Herbivore,5152.899143025839,0.019644083440469695
Confluence,Spring,2015,Omnivor,5354.188399751256,0.03362066367801621
Confluence,Spring,2015,Predator,329.3545856436038,0.015802683054399646
Confluence,Spring,2016,Herbivore,7681.660613570347,0.03857036069260954
Confluence,Spring,2016,Omnivor,4116.5760258047985,0.021165359787746033
Confluence,Spring,2016,Predator,361.08614140488606,0.019870544226575027
Confluence,Spring,2017,Herbivore,2982.6885483061783,0.01054279519768812
Confluence,Spring,2017,Omnivor,1892.7643687943469,0.00745075000915201
Confluence,Spring,2017,Predator,224.55051340786912,0.001874755879245262
Confluence,Spring,2018,Herbivore,2887.3009502710197,0.013647469608878707
Confluence,Spring,2018,Omnivor,3566.8014237708385,0.022845049665691383
Confluence,Spring,2018,Predator,39.08988614610436,0.0034559011904742695
Confluence,Spring,2019,Herbivore,3507.8582067974526,0.020384776289062836
Confluence,Spring,2019,Omnivor,1450.8125295891473,0.007237779138455574
Confluence,Spring,2019,Predator,15.348460778518723,1.203851781590757e-4
Confluence,Spring,2020,Herbivore,2926.244435859859,0.015880096446439014
Confluence,Spring,2020,Omnivor,3692.05327767333,0.025079880534716447
Confluence,Spring,2020,Predator,136.58695270962073,0.012063880554376403
Confluence,Spring,2021,Herbivore,5746.3989341581455,0.02876142232906468
Confluence,Spring,2021,Omnivor,1344.3975259200786,0.007756779386652137
Confluence,Spring,2021,Predator,207.98174296150424,0.012250226955397025
Confluence,Spring,2022,Herbivore,5505.898324428945,0.02876778410684208
Confluence,Spring,2022,Omnivor,1381.04312925964,0.00934480820605187
Confluence,Spring,2022,Predator,289.7780147976708,0.009145724606436178
Confluence,Spring,2023,Herbivore,2885.974380952381,0.005263121880952381
Confluence,Spring,2023,Omnivor,1799.1502380952381,4.184650714285714e-4
Confluence,Spring,2023,Predator,90.64354761904762,4.094587619047619e-4
Confluence,Summer,2010,Herbivore,2883.417496147469,0.016546499036815758
Confluence,Summer,2010,Omnivor,7799.295305009074,0.057129433977792216
Confluence,Summer,2010,Predator,182.54767779296714,0.015288456677806345
Confluence,Summer,2011,Herbivore,1363.4020673419068,0.007183425312351695
Confluence,Summer,2011,Omnivor,7806.260927877548,0.05797027676110986
Confluence,Summer,2011,Predator,183.1563554405899,0.015956368159320042
Confluence,Summer,2012,Herbivore,3084.7673939229658,0.012767847264424512
Confluence,Summer,2012,Omnivor,6172.677915587724,0.047019688204312605
Confluence,Summer,2012,Predator,329.82351380957925,0.03149740159231367
Confluence,Summer,2013,Herbivore,2607.24480841214,0.006734245531134029
Confluence,Summer,2013,Omnivor,7459.905396895205,0.05425575047953088
Confluence,Summer,2013,Predator,648.4877788115828,0.05771781997254007
Confluence,Summer,2014,Herbivore,5668.93200187332,0.014654813383216052
Confluence,Summer,2014,Omnivor,9097.779565480081,0.06673663734117226
Confluence,Summer,2014,Predator,1553.612102231105,0.10800621187974294
Confluence,Summer,2015,Herbivore,4937.182667853118,0.01321686239414922
Confluence,Summer,2015,Omnivor,6444.693335732104,0.04713703190993022
Confluence,Summer,2015,Predator,943.5336275498868,0.055835857403755865
Confluence,Summer,2016,Herbivore,6042.002223246338,0.026093069882890025
Confluence,Summer,2016,Omnivor,7372.55991194185,0.04781114608950338
Confluence,Summer,2016,Predator,1194.0640775498164,0.11946834021454324
Confluence,Summer,2017,Herbivore,4851.821444438081,0.02293326703919346
Confluence,Summer,2017,Omnivor,13999.939598645737,0.08663066285274636
Confluence,Summer,2017,Predator,838.229314599364,0.07785669878942614
Confluence,Summer,2018,Herbivore,4349.841809612783,0.020166131859607646
Confluence,Summer,2018,Omnivor,10261.982643902355,0.07347910973307095
Confluence,Summer,2018,Predator,1249.1890182022505,0.12510975481414033
Confluence,Summer,2019,Herbivore,1681.7242079002167,0.007255124043713703
Confluence,Summer,2019,Omnivor,12269.674218086257,0.09175135616851729
Confluence,Summer,2019,Predator,1032.986009824468,0.10793609194677808
Confluence,Summer,2020,Herbivore,3373.913017202594,0.025459557638599733
Confluence,Summer,2020,Omnivor,4488.81725416752,0.03144880911660733
Confluence,Summer,2020,Predator,1673.1833400810103,0.16517251080057002
Confluence,Summer,2021,Herbivore,3810.966191484899,0.015532422719744001
Confluence,Summer,2021,Omnivor,6239.21510350066,0.04531095847825663
Confluence,Summer,2021,Predator,2427.081281105353,0.16941513066767477
Confluence,Summer,2022,Herbivore,1799.0042717897902,0.007357507506882626
Confluence,Summer,2022,Omnivor,3829.128006858925,0.027449110762107886
Confluence,Summer,2022,Predator,1248.6164638533469,0.07356435325021975
Confluence,Summer,2023,Herbivore,3629.7718666666665,0.018048224550000002
Confluence,Summer,2023,Omnivor,10066.598283333333,0.07465802725833333
Confluence,Summer,2023,Predator,961.362675,0.10046969185833333
Confluence,Summer,2024,Herbivore,132.83725,0.0020675934375
Confluence,Summer,2024,Omnivor,2099.5485,0.0152100769375
Confluence,Summer,2024,Predator,1283.21903125,0.12211655959375001
Confluence,Winter,2010,Herbivore,1450.5642500000001,0.0016607810357142858
Confluence,Winter,2010,Omnivor,361.97625,8.800432857142857e-4
Confluence,Winter,2010,Predator,62.530142857142856,0.005673069642857143
Confluence,Winter,2011,Herbivore,1215.9988913043478,0.0018605191739130436
Confluence,Winter,2011,Omnivor,436.15852173913044,0.0019239556086956522
Confluence,Winter,2011,Predator,148.3041304347826,0.0148228205
Confluence,Winter,2012,Herbivore,1394.188603448276,0.0020836455172413794
Confluence,Winter,2012,Omnivor,984.9736896551724,0.004141794310344828
Confluence,Winter,2012,Predator,516.8887931034483,0.056010624396551724
Confluence,Winter,2013,Herbivore,1238.7243703703705,0.0016810168518518519
Confluence,Winter,2013,Omnivor,968.2566666666667,0.0031533390555555556
Confluence,Winter,2013,Predator,71.59707407407407,0.006523916222222222
Confluence,Winter,2014,Herbivore,1598.3157358490566,0.0027832175471698114
Confluence,Winter,2014,Omnivor,1072.2263773584905,0.0060190637547169815
Confluence,Winter,2014,Predator,282.12343396226413,0.029341852264150942
Confluence,Winter,2015,Herbivore,1424.9837962962963,0.0020614675740740743
Confluence,Winter,2015,Omnivor,941.4512407407408,0.00484100312962963
Confluence,Winter,2015,Predator,408.98685185185184,0.041168374629629634
Confluence,Winter,2016,Herbivore,2324.7830806451616,0.0050530134354838715
Confluence,Winter,2016,Omnivor,1745.3841612903225,0.013225322467741935
Confluence,Winter,2016,Predator,879.9756774193548,0.09048512751612904
Confluence,Winter,2017,Herbivore,2445.4680566037737,0.002491342849056604
Confluence,Winter,2017,Omnivor,2280.405226415094,0.004066367867924529
Confluence,Winter,2017,Predator,404.2367169811321,0.037929745320754715
Confluence,Winter,2018,Herbivore,1355.4341093750002,0.001974406515625
Confluence,Winter,2018,Omnivor,949.8711406250001,0.0067118560937499995
Confluence,Winter,2018,Predator,305.415609375,0.031700623265625
Confluence,Winter,2019,Herbivore,2046.9190806451613,0.0028150349032258063
Confluence,Winter,2019,Omnivor,908.8758709677419,0.005046332806451613
Confluence,Winter,2019,Predator,304.4271451612903,0.030433681951612904
Confluence,Winter,2020,Herbivore,1179.862203125,0.00180875015625
Confluence,Winter,2020,Omnivor,1270.709359375,0.01017177475
Confluence,Winter,2020,Predator,321.991078125,0.03131107359375
Confluence,Winter,2021,Herbivore,514.7264,8.494495e-4
Confluence,Winter,2021,Omnivor,845.5991,0.0075692985
Confluence,Winter,2021,Predator,797.3584,0.086625
Confluence,Winter,2022,Herbivore,1457.507875,0.0018718478571428572
Confluence,Winter,2022,Omnivor,598.3183928571428,0.003916361857142857
Confluence,Winter,2022,Predator,448.1355178571428,0.044446684214285714
Confluence,Winter,2023,Herbivore,1266.2540925925928,0.003025217111111111
Confluence,Winter,2023,Omnivor,842.2133888888889,0.003691285944444445
Confluence,Winter,2023,Predator,376.8795925925926,0.03924278162962963
Confluence,Winter,2024,Herbivore,547.1943600000001,0.0013795476
Confluence,Winter,2024,Omnivor,1499.87248,0.0133881788
Confluence,Winter,2024,Predator,1434.10056,0.13130166136
North,Fall,2011,Herbivore,3729.090285714286,0.038264876190476194
North,Fall,2011,Omnivor,4212.952380952381,0.02989579476190476
North,Fall,2011,Predator,5.763523809523809,1.4722380952380951e-4
North,Fall,2012,Herbivore,4722.831238095238,0.048486288523809526
North,Fall,2012,Omnivor,11517.108333333334,0.08123890976190476
North,Fall,2012,Predator,10.098761904761904,5.758857142857143e-4
North,Fall,2013,Herbivore,3846.6823333333336,0.04071086047619048
North,Fall,2013,Omnivor,7838.237714285714,0.04533127023809524
North,Fall,2013,Predator,5.324428571428571,0.00031805790476190473
North,Fall,2014,Herbivore,4964.547380952381,0.055078703714285714
North,Fall,2014,Omnivor,12518.830238095237,0.07630720233333334
North,Fall,2014,Predator,17.092,0.0016194571428571427
North,Fall,2015,Herbivore,4394.407047619047,0.05688987861904762
North,Fall,2015,Omnivor,13784.32980952381,0.09219474295238095
North,Fall,2015,Predator,47.219047619047615,0.005283687095238095
North,Fall,2016,Herbivore,3274.129238095238,0.03823834680952381
North,Fall,2016,Omnivor,9327.534904761904,0.052670204285714284
North,Fall,2016,Predator,7.292142857142856,5.541483809523809e-4
North,Fall,2017,Herbivore,6886.6439953699155,0.04305848128791882
North,Fall,2017,Omnivor,5230.476855013873,0.03477319762998654
North,Fall,2017,Predator,32.72616086012463,0.0010298646113837795
North,Fall,2018,Herbivore,4574.840894901902,0.039559830026836024
North,Fall,2018,Omnivor,4737.015454082,0.031190354835065076
North,Fall,2018,Predator,7.566161840342586,4.912354309687563e-4
North,Fall,2019,Herbivore,4548.446592081307,0.038453102013752107
North,Fall,2019,Omnivor,4943.1030366561345,0.02978286209577939
North,Fall,2019,Predator,3.3905354893824846,5.006344275717231e-5
North,Fall,2020,Herbivore,10418.798373463796,0.07324166469073468
North,Fall,2020,Omnivor,5534.66294946193,0.03424164229634111
North,Fall,2020,Predator,17.68750933807489,7.088864613012661e-4
North,Fall,2021,Herbivore,3950.513933893076,0.0382239785041384
North,Fall,2021,Omnivor,4369.597371655976,0.027326675722839172
North,Fall,2021,Predator,30.20380917429848,0.003104340010305396
North,Fall,2022,Herbivore,2467.75862988182,0.02735205454594248
North,Fall,2022,Omnivor,3017.4674832366254,0.02195652647695685
North,Fall,2022,Predator,36.59717149539287,0.004058293442595022
North,Fall,2023,Herbivore,4954.92380952381,0.05717442952380952
North,Fall,2023,Omnivor,4056.4721904761905,0.025420032047619046
North,Fall,2023,Predator,5.28747619047619,3.394285714285714e-4
North,Spring,2010,Herbivore,25036.63987381342,0.18574529992419916
North,Spring,2010,Omnivor,2576.392460824962,0.01621948454261869
North,Spring,2010,Predator,0,0
North,Spring,2011,Herbivore,21062.064720652437,0.11509327489789442
North,Spring,2011,Omnivor,1455.6178655989345,0.003714577943363326
North,Spring,2011,Predator,0,0
North,Spring,2012,Herbivore,13349.723655404836,0.10839685226707522
North,Spring,2012,Omnivor,1354.0946942553762,0.008872063608377348
North,Spring,2012,Predator,0,0
North,Spring,2013,Herbivore,12409.497741656829,0.11473043163732673
North,Spring,2013,Omnivor,3138.8608775253274,0.018509371484313045
North,Spring,2013,Predator,0,0
North,Spring,2014,Herbivore,7671.629586805083,0.06472764776736593
North,Spring,2014,Omnivor,5945.243353248762,0.03598582743209712
North,Spring,2014,Predator,163.31376433257358,0.0014197119503204828
North,Spring,2015,Herbivore,28441.91179696016,0.14803088088076713
North,Spring,2015,Omnivor,8279.499186733505,0.05282841954490647
North,Spring,2015,Predator,31.886865512260588,4.880561169948473e-4
North,Spring,2016,Herbivore,24075.51416183197,0.12970060245124782
North,Spring,2016,Omnivor,4780.41523170573,0.03164547765483188
North,Spring,2016,Predator,129.2560256479397,0.0011531640500317222
North,Spring,2017,Herbivore,9804.561026427024,0.06380164821351204
North,Spring,2017,Omnivor,1204.3416993770325,0.005980349582013063
North,Spring,2017,Predator,634.1777185278497,0.005537344408509859
North,Spring,2018,Herbivore,6283.65504147664,0.044595838323300746
North,Spring,2018,Omnivor,4119.457319209812,0.03134401073587476
North,Spring,2018,Predator,0,0
North,Spring,2019,Herbivore,34650.50861050279,0.22026422125818465
North,Spring,2019,Omnivor,1297.5511722847507,0.005602638929424657
North,Spring,2019,Predator,5.006890148655425,7.931861934277291e-6
North,Spring,2020,Herbivore,40224.219507573274,0.21378094215274032
North,Spring,2020,Omnivor,3359.694957908448,0.022625320212676273
North,Spring,2020,Predator,1.8602215005592742,4.474363059948202e-5
North,Spring,2021,Herbivore,23454.953012437934,0.13839261832703897
North,Spring,2021,Omnivor,2794.8222058676215,0.016204833224120533
North,Spring,2021,Predator,0.26766656186486487,1.0973990464229527e-5
North,Spring,2022,Herbivore,13536.04927117566,0.08503345389014912
North,Spring,2022,Omnivor,1757.544577794494,0.010089720838579085
North,Spring,2022,Predator,0.8922072360135245,7.591248233135735e-5
North,Summer,2010,Herbivore,12878.280359071887,0.10226488225797203
North,Summer,2010,Omnivor,8754.788722674122,0.06221526013104569
North,Summer,2010,Predator,26.039308049081114,2.3040448864140875e-4
North,Summer,2011,Herbivore,13465.534250371356,0.11952813634983785
North,Summer,2011,Omnivor,8915.057658115507,0.06343489508514588
North,Summer,2011,Predator,14.74289705882353,1.9521889705882353e-4
North,Summer,2012,Herbivore,11126.774915665083,0.0997297698853099
North,Summer,2012,Omnivor,8102.571900689041,0.05441587207254701
North,Summer,2012,Predator,6.949478260869565,7.869626086956521e-5
North,Summer,2013,Herbivore,5729.976661569644,0.06352883299556196
North,Summer,2013,Omnivor,8592.378798868527,0.05394692063334
North,Summer,2013,Predator,4.459102988758998,1.853769297175593e-4
North,Summer,2014,Herbivore,7364.56780429536,0.07776277825096833
North,Summer,2014,Omnivor,10683.132754126205,0.0669250228184327
North,Summer,2014,Predator,26.78105272388345,0.0018110044557200992
North,Summer,2015,Herbivore,19040.235924858633,0.12081173936160956
North,Summer,2015,Omnivor,11105.019069129321,0.06890030774901931
North,Summer,2015,Predator,12.17892778011853,0.0011812568842152202
North,Summer,2016,Herbivore,17390.55432040818,0.12304703224651002
North,Summer,2016,Omnivor,11407.354564051262,0.07148874297999297
North,Summer,2016,Predator,139.18848007713606,6.862745200437879e-4
North,Summer,2017,Herbivore,10647.16806893263,0.08186668656975922
North,Summer,2017,Omnivor,19855.332974928864,0.1289775754520908
North,Summer,2017,Predator,58.951955294360424,6.041340380597955e-4
North,Summer,2018,Herbivore,4112.199827776233,0.04658783476001504
North,Summer,2018,Omnivor,11216.84681035897,0.07082186111609448
North,Summer,2018,Predator,5.276639658082217,2.4215496700823153e-4
North,Summer,2019,Herbivore,13633.912198216136,0.09944190586376944
North,Summer,2019,Omnivor,9278.828325835788,0.06232333833013537
North,Summer,2019,Predator,50.733315744178874,4.4515621201872966e-4
North,Summer,2020,Herbivore,20562.306314138055,0.11595680769375706
North,Summer,2020,Omnivor,7646.027246452457,0.0479663207089709
North,Summer,2020,Predator,119.40573186191205,0.001063653880273148
North,Summer,2021,Herbivore,42167.483089541674,0.22813196064320973
North,Summer,2021,Omnivor,11742.530596241324,0.06776434009529433
North,Summer,2021,Predator,249.812953530917,0.00749925838895386
North,Summer,2022,Herbivore,4016.9086303331046,0.03793084314841764
North,Summer,2022,Omnivor,4642.254230938145,0.030117158050425825
North,Summer,2022,Predator,7.777092241601307,6.457653720978159e-4
North,Summer,2023,Herbivore,8427.324020833334,0.090824729375
North,Summer,2023,Omnivor,9183.094083333333,0.0664695005
North,Summer,2023,Predator,6.811020833333333,2.762925e-4
North,Winter,2012,Herbivore,2053.014,0.020470908571428574
North,Winter,2012,Omnivor,731.8675714285714,0.006118664571428571
North,Winter,2012,Predator,9.594857142857142,1.910657142857143e-5
North,Winter,2013,Herbivore,2297.4286666666667,0.023369208333333332
North,Winter,2013,Omnivor,971.838,0.0074362560000000005
North,Winter,2013,Predator,31.55,2.2770233333333333e-4
North,Winter,2014,Herbivore,4499.895142857143,0.04244508428571429
North,Winter,2014,Omnivor,3126.093142857143,0.02711032742857143
North,Winter,2014,Predator,8.322857142857142,2.54149e-4
North,Winter,2015,Herbivore,6578.7742499999995,0.0637693275
North,Winter,2015,Omnivor,3144.83925,0.023405514500000002
North,Winter,2015,Predator,86.92200000000001,9.337800000000002e-4
North,Winter,2016,Herbivore,2960.571142857143,0.02964016714285714
North,Winter,2016,Omnivor,2641.665142857143,0.017838298428571427
North,Winter,2016,Predator,44.64114285714285,0.004215
North,Winter,2017,Herbivore,3254.7457142857147,0.03055718857142857
North,Winter,2017,Omnivor,1012.6574285714286,0.007007349714285714
North,Winter,2017,Predator,4.728428571428571,2.498625714285714e-4
North,Winter,2018,Herbivore,6837.018428571429,0.05467790714285714
North,Winter,2018,Omnivor,3389.6458571428575,0.028361841
North,Winter,2018,Predator,8.070428571428572,1.3458842857142858e-4
North,Winter,2019,Herbivore,3661.8193333333334,0.03332934
North,Winter,2019,Omnivor,2992.0495,0.025998921333333334
North,Winter,2019,Predator,15.234499999999999,2.695e-4
North,Winter,2020,Herbivore,7389.600333333334,0.06630512166666667
North,Winter,2020,Omnivor,1673.6958333333334,0.013870040666666665
North,Winter,2020,Predator,11.009,9.202349999999999e-5
North,Winter,2021,Herbivore,1444.9062000000001,0.01124087
North,Winter,2021,Omnivor,791.548,0.0072417728
North,Winter,2021,Predator,8.7042,9.78e-4
North,Winter,2022,Herbivore,3524.1920000000005,0.03241429428571429
North,Winter,2022,Omnivor,1191.0467142857144,0.010152969714285713
North,Winter,2022,Predator,11.506428571428572,4.8385714285714286e-4
North,Winter,2023,Herbivore,5707.782714285714,0.05232349571428571
North,Winter,2023,Omnivor,1673.209142857143,0.013359685999999999
North,Winter,2023,Predator,23.121,9.714251428571428e-4
North,Winter,2024,Herbivore,4184.132857142858,0.039168671428571424
North,Winter,2024,Omnivor,824.7825714285714,0.0064746237142857144
North,Winter,2024,Predator,3.0205714285714285,1.2302442857142857e-4
SouthCentral,Fall,2010,Herbivore,4141.872708333333,0.01410092875
SouthCentral,Fall,2010,Omnivor,5368.341666666666,0.029910609958333334
SouthCentral,Fall,2010,Predator,29.439458333333334,0.00248
SouthCentral,Fall,2011,Herbivore,4199.267696969697,0.011435609878787879
SouthCentral,Fall,2011,Omnivor,3531.504575757576,0.01560503903030303
SouthCentral,Fall,2011,Predator,61.31363636363636,5.071934848484849e-4
SouthCentral,Fall,2012,Herbivore,5970.462060606061,0.029041974242424242
SouthCentral,Fall,2012,Omnivor,6260.353515151515,0.03559692115151515
SouthCentral,Fall,2012,Predator,14.554,0.0010684554848484848
SouthCentral,Fall,2013,Herbivore,6011.569515151516,0.035909029818181816
SouthCentral,Fall,2013,Omnivor,7688.810606060606,0.04924106242424242
SouthCentral,Fall,2013,Predator,34.548848484848484,0.002567272727272727
SouthCentral,Fall,2014,Herbivore,6895.687225806451,0.05490216812903225
SouthCentral,Fall,2014,Omnivor,10386.607064516129,0.0687235174516129
SouthCentral,Fall,2014,Predator,202.0147741935484,0.015782595806451614
SouthCentral,Fall,2015,Herbivore,7787.3089375,0.0568520345625
SouthCentral,Fall,2015,Omnivor,9849.68771875,0.06607648703125
SouthCentral,Fall,2015,Predator,786.60584375,0.057939007437499995
SouthCentral,Fall,2016,Herbivore,5108.5578387096775,0.046932548387096776
SouthCentral,Fall,2016,Omnivor,10597.264903225807,0.06525057303225806
SouthCentral,Fall,2016,Predator,61.53841935483871,0.005209866612903226
SouthCentral,Fall,2017,Herbivore,8608.470689655172,0.015451163103448276
SouthCentral,Fall,2017,Omnivor,8872.378310344828,0.041221836655172414
SouthCentral,Fall,2017,Predator,320.6518620689655,8.847837931034482e-4
SouthCentral,Fall,2018,Herbivore,6712.4193749999995,0.05555253833333333
SouthCentral,Fall,2018,Omnivor,9592.498166666666,0.060980529375
SouthCentral,Fall,2018,Predator,48.0695,0.001641009
SouthCentral,Fall,2019,Herbivore,4157.280444444445,0.014263602222222222
SouthCentral,Fall,2019,Omnivor,4897.01362962963,0.02538659962962963
SouthCentral,Fall,2019,Predator,131.4284074074074,2.7528644444444443e-4
SouthCentral,Fall,2020,Herbivore,6552.437074074074,0.03922132185185185
SouthCentral,Fall,2020,Omnivor,7338.540333333333,0.0439835322962963
SouthCentral,Fall,2020,Predator,36.51337037037037,0.001356292851851852
SouthCentral,Fall,2021,Herbivore,6948.675222222222,0.05482402666666667
SouthCentral,Fall,2021,Omnivor,6942.651740740741,0.04579608833333333
SouthCentral,Fall,2021,Predator,16.298111111111112,7.906940370370371e-4
SouthCentral,Fall,2022,Herbivore,8581.829,0.07639083474074074
SouthCentral,Fall,2022,Omnivor,8222.754148148148,0.046526730074074076
SouthCentral,Fall,2022,Predator,13.26974074074074,6.616666666666666e-4
SouthCentral,Fall,2023,Herbivore,5675.096888888889,0.02782303111111111
SouthCentral,Fall,2023,Omnivor,8052.690407407407,0.039361329074074074
SouthCentral,Fall,2023,Predator,17.904444444444444,3.729291481481482e-4
SouthCentral,Spring,2010,Herbivore,7297.100561069563,0.03735870676151283
SouthCentral,Spring,2010,Omnivor,1719.1834505482116,0.008259221806938846
SouthCentral,Spring,2010,Predator,10.92048017773854,9.955706624147649e-5
SouthCentral,Spring,2011,Herbivore,2607.0866637127697,0.013683932816723633
SouthCentral,Spring,2011,Omnivor,834.1223709813986,0.0014029772808715531
SouthCentral,Spring,2011,Predator,21.30762947249881,1.434369997580855e-4
SouthCentral,Spring,2012,Herbivore,5923.7315903189865,0.03265514709508096
SouthCentral,Spring,2012,Omnivor,4645.846126652482,0.030024955391689492
SouthCentral,Spring,2012,Predator,12.94962077077794,9.957960189764626e-5
SouthCentral,Spring,2013,Herbivore,21478.483693267564,0.1071351637668404
SouthCentral,Spring,2013,Omnivor,7526.099946085525,0.03936742079584344
SouthCentral,Spring,2013,Predator,5.380228395542185,4.625010530436533e-5
SouthCentral,Spring,2014,Herbivore,9458.389182923167,0.05313437901614397
SouthCentral,Spring,2014,Omnivor,8200.529926342435,0.047936030469358674
SouthCentral,Spring,2014,Predator,34.69773660678133,3.164925313550447e-4
SouthCentral,Spring,2015,Herbivore,24218.32211302609,0.11752076393497228
SouthCentral,Spring,2015,Omnivor,10152.509621841604,0.05991481279893469
SouthCentral,Spring,2015,Predator,49.72609120535134,5.118649314799423e-4
SouthCentral,Spring,2016,Herbivore,16117.861788186148,0.07609087561093275
SouthCentral,Spring,2016,Omnivor,6785.05344882785,0.035804724095850796
SouthCentral,Spring,2016,Predator,51.15040398988256,4.374029269948841e-4
SouthCentral,Spring,2017,Herbivore,2360.4984825834567,0.012462508314863327
SouthCentral,Spring,2017,Omnivor,908.7465957959924,0.002829752629149582
SouthCentral,Spring,2017,Predator,43.878669066575966,0.00032679322554916835
SouthCentral,Spring,2018,Herbivore,8166.371991289984,0.0343351471965159
SouthCentral,Spring,2018,Omnivor,3177.351224486975,0.018699071901946526
SouthCentral,Spring,2018,Predator,10.556440895280966,3.3004701427849666e-5
SouthCentral,Spring,2019,Herbivore,4817.6890585577485,0.02250962900492378
SouthCentral,Spring,2019,Omnivor,766.3622252428705,0.0027322389145285324
SouthCentral,Spring,2019,Predator,12.930666666666667,1.1058965079365079e-4
SouthCentral,Spring,2020,Herbivore,16937.863327460105,0.08945964436107488
SouthCentral,Spring,2020,Omnivor,6952.435422589161,0.04434075303921979
SouthCentral,Spring,2020,Predator,1.0232727272727273,9.136363636363636e-6
SouthCentral,Spring,2021,Herbivore,22644.841561109046,0.11345741000261267
SouthCentral,Spring,2021,Omnivor,2830.7862670360323,0.01561287651369649
SouthCentral,Spring,2021,Predator,9.419519718030044,5.1105248805162426e-5
