"MonthYear","Year","Month","Date","Region","DissAmmonia","DissNitrateNitrite","DissOrthophos","DissSilica","DON","TKN","TotPhos","Temperature","Salinity","Turbidity","DissolvedOxygen","Chlorophyll","pH","MVI","Sac_Inflow","SJR_Inflow","Total_Inflow","Clam_Turnover","Dominant","log_Salinity","log_Ammonia","log_Turbidity","log_Silica","logChlorophyll","logNitNit","log_inflow","Dominant_n"
"Sep-2014",2014,9,2014-09-01,"Confluence",0.0311043333333333,0.336666666666667,0.09,14.6973074933333,0.122949142857143,0.3,0.114444444444444,21.7028440192661,1.63316126320572,20.5980645878495,8.25433333333333,4.73722222222222,7.86302490490307,2.6,247630,9746,273701,2.32333333333333,"Cyanobacteria",0.49051756184115,-3.47040813402628,3.02519711933562,2.68766431328935,1.55545093485779,-1.08866195781494,12.5197915486575,2
"Oct-2014",2014,10,2014-10-01,"Confluence",0.046,0.363,0.094,15.2196898088889,0.2375,0.38,0.111,20.6129565295597,2.35922626328663,12.5731249528854,7.82322580645161,3.73190475736346,7.63828336731823,2.15,196060,16677,241424,1.45166666666667,"Cyanobacteria",0.858333710741904,-3.07911388249304,2.53156159575345,2.72258997173235,1.31691876212446,-1.01335244471729,12.3943100027534,2
"Nov-2014",2014,11,2014-11-01,"Confluence",0.0833333333333333,0.523333333333333,0.0866666666666667,15.9636213377778,0.214285714285714,0.4,0.112222222222222,16.561203700878,1.91672032701503,11.8984269526067,8.38660714285714,2.2571428548722,7.46696308315779,1.63414634146341,227900,28688,277894,0.726666666666667,"Cyanobacteria",0.65061556245274,-2.484906649788,2.47640620252319,2.77031246714682,0.814099789971622,-0.647536669307893,12.5349950249973,2
"Dec-2014",2014,12,2014-12-01,"Confluence",0.168571428571429,0.62,0.0757142857142857,18.3458834457143,0.42,0.742857142857143,0.157142857142857,13.3997674436042,1.1670966939436,44.948738746018,8.41891304347826,1.75999997456869,7.43714433342491,1,1025050,37582,1164565,0.496666666666667,"Cyanobacteria",0.154519206721682,-1.78039571057774,3.80552270148099,2.90940521395022,0.56531379460045,-0.478035800943,13.9678581846964,2
"Jan-2015",2015,1,2015-01-01,"Confluence",0.17,0.63875,0.0725,20.0904792114286,0.383333333333333,0.75,0.1275,9.50580951309962,0.845193282510503,41.0818181058506,9.86204545454545,0.791176469185773,7.60502444500272,NA,332730,27417,387353,0.23,"Cyanobacteria",-0.168189941082394,-1.77195684193188,3.71556564176969,3.00024603177424,-0.234234239780997,-0.448242137464223,12.8670917009636,2
"Feb-2015",2015,2,2015-02-01,"Confluence",0.212857142857143,0.601428571428571,0.0685714285714286,19.0326885828571,0.34,0.771428571428571,0.134285714285714,12.8282856961905,0.709142613253055,46.214772624284,8.98744186046512,1.73125,7.55815868345286,NA,500340,25538,583723,0.33,"Cyanobacteria",-0.343698625634973,-1.54713402909795,3.83329950074973,2.94615795261399,0.548843690953512,-0.508447501361023,13.2771818342189,2
"Mar-2015",2015,3,2015-03-01,"Confluence",0.11375,0.565,0.07375,16.7440720571429,0.433333333333333,0.725,0.13,15.8279710158642,0.963610568401097,30.9240740042137,9.05957446808511,6.10222220897675,7.72515635314054,NA,247160,19793,319724,0.713333333333333,"Pennate Diatoms",-0.037068040679007,-2.17375222115108,3.43153497455502,2.81804428859495,1.80865300139295,-0.570929547835696,12.6752134026088,4
"Apr-2015",2015,4,2015-04-01,"Confluence",0.0833333333333333,0.406666666666667,0.06,13.4537155911111,0.328571428571429,0.622222222222222,0.134444444444444,17.1583760862142,1.83091886802722,30.4486237517378,8.82145833333333,8.99699998807907,7.89526034486529,NA,190240,26244,273969,0.763333333333333,"Centric Diatoms",0.604817954512514,-2.484906649788,3.41604079614723,2.59925532002448,2.19689118710999,-0.899761429922945,12.5207702402834,0
"May-2015",2015,5,2015-05-01,"Confluence",0.0975,0.47875,0.0825,12.3020779942857,0.35,0.6125,0.1525,18.6181999588013,2.35646267995509,27.7487500263622,8.27333333333333,2.23499999470181,7.80313786297136,NA,226930,10506,287711,1.36292307692308,"Cyanobacteria",0.857161630190714,-2.32790290097834,3.32319079508287,2.50976819073403,0.804241225694977,-0.736576738487281,12.5697117830805,2
"Jun-2015",2015,6,2015-06-01,"Confluence",0.0577777777777778,0.524444444444444,0.0822222222222222,14.0666666666667,0.257142857142857,0.466666666666667,0.13,21.2712403219744,2.2227887052427,19.2669564495416,8.029375,2.59071428571429,7.65301464342878,1.54761904761905,206580,5737,276476,1.18666666666667,"Centric Diatoms",0.798762581091077,-2.85115104474288,2.95839152753076,2.64380793237386,0.951933623679552,-0.645415777738755,12.5298792969006,0
"Jul-2015",2015,7,2015-07-01,"Confluence",0.037,0.43,0.088,12.4274223155556,0.2875,0.47,0.128,22.3504958802456,2.30404718069908,21.2952380859693,7.76809523809524,4.52235292715185,7.64620475147765,2.38235294117647,244470,3779,305633,0.916666666666667,"Pennate Diatoms",0.834667220357955,-3.29683736633791,3.05848348368221,2.51990550795573,1.50903241750464,-0.843970070294529,12.6301403147378,4
"Aug-2015",2015,8,2015-08-01,"Confluence",0.0226336666666667,0.301111111111111,0.0766666666666667,11.6307756533333,0.442857142857143,0.577777777777778,0.115555555555556,22.1668478549041,1.93401021204188,24.8701370123288,8.01540983606557,2.57149999284744,7.71786838132372,2.12903225806452,241170,4649,299895,0.499152906173291,"Cyanobacteria",0.659595677287007,-3.78831680565354,3.21366776694082,2.45365465848833,0.944489383451361,-1.20027594244461,12.611187692374,2
"Sep-2015",2015,9,2015-09-01,"Confluence",0.0316958,0.34,0.084,12.5299267955556,0.2375,0.36,0.109,22.047522893945,2.33154416950809,14.1765217211522,7.65852459016393,2.65166666666667,7.60043973451998,2.2,237030,6380,291499,0.282269575365606,"Cyanobacteria",0.846530781761072,-3.45157109899032,2.65158719631419,2.52811992655696,0.975188373121641,-1.07880966137193,12.5827918542351,2
"Oct-2015",2015,10,2015-10-01,"Confluence",0.0485714285714286,0.442857142857143,0.0885714285714286,12.7938637371429,0.18,0.328571428571429,0.104285714285714,20.4867889907718,2.09970336499962,14.1462222061667,7.91737704918033,2.26944444179535,7.50319249252485,1.66666666666667,217150,15994,241902,2.23815384615385,"Pennate Diatoms",0.741796079989896,-3.02471981042724,2.64944760654689,2.54896566044308,0.819535062242559,-0.814508037564213,12.3962879644432,4
"Nov-2015",2015,11,2015-11-01,"Confluence",0.06,0.5275,0.0944444444444444,13.1155649555556,0.176124857142857,0.355555555555556,0.113333333333333,15.4390476009524,2.37333799273583,15.6820000401222,8.72915254237288,1.846,7.66249167647618,1.7,183660,26765,218671,0.206266548275407,"Pennate Diatoms",0.864297399985237,-2.81341071676004,2.75251356036722,2.57379968944446,0.61302113608066,-0.639606413631916,12.2953235961349,4
"Dec-2015",2015,12,2015-12-01,"Confluence",0.116666666666667,0.574444444444444,0.0655555555555556,13.2372500666667,0.242857142857143,0.544444444444444,0.121111111111111,10.6919298185965,2.75318450014264,23.32079997824,9.86181818181818,7.219375,7.75262545068171,1.16666666666667,326810,23978,367825,0.206666666666667,"Centric Diatoms",1.01275824176545,-2.14843441316679,3.14934566527813,2.58303483004421,1.97676838406081,-0.554351888815882,12.8153625605661,0
"Jan-2016",2016,1,2016-01-01,"Confluence",0.182,0.606,0.057,17.207963745,0.2875,0.67,0.115,9.44018518958295,1.4626426755396,38.4355555261097,9.95196078431372,2.21777777777778,7.72028620321067,1,849530,50308,950957,0.131518540063623,"Pennate Diatoms",0.380244851290119,-1.70374859190534,3.64898295634851,2.84537228509431,0.796505693547098,-0.500875292912823,13.7652241249427,4
"Feb-2016",2016,2,2016-02-01,"Confluence",0.132,0.544,0.052,16.6463396,0.466666666666667,0.78,0.098,11.8236274323601,0.189037804462358,46.0617021003232,9.73235294117647,1.59499997615814,7.59282777533983,1,613800,30418,676251,0.18,"Pennate Diatoms",-1.66580826031419,-2.02495335639577,3.82998184768985,2.81219034841341,0.466873721288934,-0.608806032126194,13.4243195878848,4
"Mar-2016",2016,3,2016-03-01,"Confluence",0.117142857142857,0.391428571428571,0.0471428571428571,15.8489618571429,0.3,0.528571428571429,0.0928571428571429,13.8630769191518,0.226264462256969,31.2927271973645,9.50413043478261,2.76842105137674,7.72087700627613,1,1667500,61775,2120145,0.293333333333333,"Pennate Diatoms",-1.48605077686723,-2.14436108777915,3.44338571263515,2.76310400020614,1.01827714012396,-0.937952228655334,14.5669950405357,4
"Apr-2016",2016,4,2016-04-01,"Confluence",0.125,0.25,0.05,12.08984351,0.2,0.483333333333333,0.0966666666666667,17.0372276462171,0.126216390528858,27.6964368494844,8.978,5.88176468344296,7.78823057083312,1,583100,52976,684953,0.513333333333333,"Cyanobacteria",-2.06975745990061,-2.07944154167984,3.32130377132666,2.49236572078776,1.77185683311646,-1.38629436111989,13.4371055017517,2
"May-2016",2016,5,2016-05-01,"Confluence",0.0143053333333333,0.171666666666667,0.0383333333333333,8.45186146666667,0.275,0.65,0.141666666666667,18.579519289358,0.486921883051011,48.1858697702605,9.244,48.2075,8.25629534365664,1,413200,60680,509451,0.76,"Centric Diatoms",-0.719651573178418,-4.24712285087575,3.87506581978391,2.1343867090216,3.87551461061162,-1.76220066698651,13.1410889543017,0
"Jun-2016",2016,6,2016-06-01,"Confluence",0.08,0.281,0.06,9.55552809333333,0.2,0.46,0.112,21.4106716218087,0.591942621860689,38.4886842825786,8.32983050847458,6.40190475849878,7.66729857016624,1.80952380952381,415200,18285,465964,1.42,"Pennate Diatoms",-0.524345571328044,-2.52572864430826,3.65036428335412,2.25711984495967,1.85659556460146,-1.26940060964839,13.0518636569047,4
"Jul-2016",2016,7,2016-07-01,"Confluence",0.0769230769230769,0.213846153846154,0.0484615384615385,10.8714285714286,0.2,0.392307692307692,0.0846153846153846,22.0493805140162,0.677677023088599,30.6683837747817,8.41696428571429,7.17999999318804,7.66203824051945,2.57142857142857,571700,9671,614099,0.823333333333333,"Cyanobacteria",-0.389084471666568,-2.56494935746154,3.42323227946932,2.38613811581233,1.97129938211139,-1.54249842975899,13.3279114319169,2
"Aug-2016",2016,8,2016-08-01,"Confluence",0.0693333333333333,0.185333333333333,0.0553333333333333,10.61806864,0.146678538461538,0.313333333333333,0.0813333333333333,21.2062499890385,0.740735616715393,37.9165517417241,8.43138461538462,8.12684210526316,7.69675841571929,2.46511627906977,584400,8845,616679,0.79,"Centric Diatoms",-0.300111509908482,-2.66882948794893,3.63538773817086,2.36255713863484,2.09517242316633,-1.68559927339966,13.3321039081864,0
"Sep-2016",2016,9,2016-09-01,"Confluence",0.0827272727272727,0.253636363636364,0.0709090909090909,14.492789072,0.222222222222222,0.381818181818182,0.105454545454545,20.3063541864583,1.01305121672601,20.2470000763333,8.71213114754098,2.069,7.78577125146758,2.08333333333333,498900,8477,525782,1.03666666666667,"Cryptophytes",0.0129667834415748,-2.49220595226961,3.00800663819948,2.67365122034989,0.727065398763406,-1.3718536769651,13.1726419571431,1
"Oct-2016",2016,10,2016-10-01,"Confluence",0.0916666666666667,0.4,0.0875,14.4983420676923,0.21,0.391666666666667,0.095,17.9506185645361,2.16198412177641,13.7745556066444,8.53873015873016,1.76416666666667,7.61080708719739,1.45098039215686,360650,38218,418109,0.586,"Cryptophytes",0.771026374960819,-2.38959646998368,2.62282309365793,2.67403430273004,0.567678435358773,-0.916290731874155,12.9434974430637,1
"Nov-2016",2016,11,2016-11-01,"Confluence",0.1375,0.4825,0.125833333333333,15.7693583781818,0.2,0.408333333333333,0.109166666666667,16.7074757207767,1.74580079498999,11.7727173762283,8.37770491803279,1.75277777777778,7.34918311948609,1.29411764705882,451700,34414,506845,0.19,"Pennate Diatoms",0.557213358691895,-1.98413136187551,2.46578476771161,2.75806871391907,0.561201831091057,-0.728774358203096,13.1359605159104,4
"Dec-2016",2016,12,2016-12-01,"Confluence",0.169090909090909,0.495454545454545,0.0781818181818182,17.74312187,0.266666666666667,0.518181818181818,0.0936363636363636,10.1648226734312,1.38162085015044,31.1327868398698,9.927625,1.76954545454545,7.51375048082596,1,1237700,32970,1395782,0.203333333333333,"Pennate Diatoms",0.323257339043958,-1.77731878507326,3.43826150308939,2.8759979405421,0.570722708264048,-0.702279664123218,14.1489653896517,4
"Jan-2017",2017,1,2017-01-01,"Confluence",0.1175,0.34375,0.06,19.45,0.233333333333333,0.4875,0.0825,9.01152937809229,0.0733233491069682,65.8387756348058,10.79,1.619,7.48146565001965,1,2092500,413758,4676980,0.02,"Pennate Diatoms",-2.61287617910828,-2.14131694539792,4.18720896012673,2.96784707006446,0.481808674695498,-1.06784063000136,15.3581631604534,4
"Feb-2017",2017,2,2017-02-01,"Confluence",0.0655555555555556,0.401111111111111,0.0644444444444444,17.6,0.228571428571429,0.422222222222222,0.0955555555555556,11.0010344619865,0.0718581690886528,87.6849057419828,10.3217857142857,4.73818181818182,7.13705314543235,1,2299000,811000,7699389,0.0133333333333333,"Cyanobacteria",-2.63306097648786,-2.72485731941859,4.47374977215897,2.86789890204411,1.55565347945827,-0.91351680499143,15.8566515330261,2
"Mar-2017",2017,3,2017-03-01,"Confluence",0.0544444444444444,0.361111111111111,0.0611111111111111,15.838814004,0.242857142857143,0.322222222222222,0.0755555555555556,13.15404763082,0.077342075262942,34.0963402016994,10.0237037037037,3.62411764705882,7.37954864737772,1,2069900,920600,3980925,0.02,"Cyanobacteria",-2.55951716017951,-2.91057446521368,3.52919005306632,2.76246351009827,1.28761085097026,-1.01856958099457,15.1970247623174,2
"Apr-2017",2017,4,2017-04-01,"Confluence",0.0588888888888889,0.218888888888889,0.0555555555555556,14.64875392,0.228571428571429,0.277777777777778,0.0711111111111111,14.5707499988171,0.0701735778151249,22.408380283082,10.3885436893204,3.6065,7.34270715626255,1,2020100,705900,3377381,0.0233333333333333,"Cyanobacteria",-2.65678342320069,-2.83210284977219,3.10943500867608,2.68435527519026,1.28273777296159,-1.51919103458632,15.0326111150352,2
"May-2017",2017,5,2017-05-01,"Confluence",0.061,0.116,0.049,13.45,0.10922075,0.23,0.061,17.6748587290487,0.0733577770207469,19.071686765225,9.90756302521008,2.04352941176471,7.44982230753965,1,1498700,594600,2303407,1.01803278688525,"Cyanobacteria",-2.61240675382747,-2.79688141480883,2.94820486694485,2.59897910604785,0.714678416756743,-2.15416508787577,14.6498998891982,2
"Jun-2017",2017,6,2017-06-01,"Confluence",0.086,0.527,0.048,13.945918308,0.155948625,0.27,0.054,20.3494048094922,0.106151123179729,16.9742000241235,9.62632653061224,2.1904347826087,7.31039199415929,1,785000,420700,1285617,0.24,"Centric Diatoms",-2.24289150982687,-2.45340798272863,2.83169454562578,2.63518687104468,0.784100054995315,-0.640554730440775,14.0667493167156,0
"Jul-2017",2017,7,2017-07-01,"Confluence",0.075,0.13,0.0483333333333333,7.79387258545455,0.1692263,0.325,0.1375,22.9989999239209,0.437723873118146,24.2749599860486,8.71581395348837,12.3616666666667,7.29988088464643,1,465000,247560,775684,0.63,"Centric Diatoms",-0.826166994079043,-2.59026716544583,3.18944536581552,2.05333785900955,2.51460028652041,-2.04022082852655,13.5615004997354,0
"Aug-2017",2017,8,2017-08-01,"Confluence",0.0791666666666667,0.341666666666667,0.065,12.3744260066667,0.1450334,0.261945166666667,0.0675,22.1427350133912,0.521617888727926,19.2214414022108,8.35505747126437,2.82428571428571,7.52632153626157,1.2093023255814,619400,145650,798796,0.47,"Pennate Diatoms",-0.650819973083693,-2.53619994417555,2.95602639564228,2.51563192407935,1.03825548812721,-1.07391967607774,13.590860873,4
"Sep-2017",2017,9,2017-09-01,"Confluence",0.084,0.267,0.07,16.8127300036364,0.1389505,0.26,0.074,21.7198601664027,0.253678059595179,16.1028800111154,8.39625,2.304375,7.52128746645422,2.36170212765957,638000,96450,761652,0.273333333333333,"Centric Diatoms",-1.37168929780693,-2.47693848013882,2.77899813867079,2.82213633778217,0.834809490006272,-1.32050662058189,13.5432450374394,0
"Oct-2017",2017,10,2017-10-01,"Confluence",0.0909090909090909,0.251818181818182,0.0618181818181818,14.6302522733333,0.106554,0.290909090909091,0.0681818181818182,17.3779496867097,0.360424650692011,17.0719833876176,8.88191489361702,2.16392857142857,7.56684844474081,1.04347826086957,412800,85060,527101,0.772459016393443,"Pennate Diatoms",-1.02047235744047,-2.39789527279837,2.83743872148123,2.68309145844682,0.771925352781694,-1.37904795259912,13.1751474600147,4
"Nov-2017",2017,11,2017-11-01,"Confluence",0.116,0.417,0.071,14.7483492566667,0.153806555555556,0.31,0.075,15.3133812853322,0.889801515925985,14.2431451494486,8.83118279569893,1.53566666428248,7.49347546777664,1.125,410000,61390,519172,0.216666666666667,"Pennate Diatoms",-0.116756856941176,-2.15416508787577,2.65627574883281,2.69113116172064,0.428964595733129,-0.874669057183336,13.1599905137961,4
"Dec-2017",2017,12,2017-12-01,"Confluence",0.175,0.478333333333333,0.0808333333333333,15.4496731230769,0.2094894,0.433333333333333,0.0833333333333333,10.9567742034113,1.13909932245161,18.0575182382582,9.60489361702128,1.289132,7.61054430971917,1,447200,66670,535905,0.156666666666667,"Pennate Diatoms",0.130237882113276,-1.74296930505862,2.8935621209525,2.73758784603754,0.253969123679109,-0.737447439456525,13.1917121855383,4
"Jan-2018",2018,1,2018-01-01,"Confluence",0.189285714285714,0.456428571428571,0.0671428571428571,16.4454501771429,0.208333333333333,0.442857142857143,0.0735714285714286,10.5192510668773,0.974598352551862,18.8187192495211,9.89716129032258,1.41380952380952,7.50680627872907,1,563600,70230,660132,0.1,"Pennate Diatoms",-0.0257298389580487,-1.66449768961713,2.93485207921249,2.80004885397858,0.346287851052245,-0.784323061225815,13.4001950940053,4
"Feb-2018",2018,2,2018-02-01,"Confluence",0.139090909090909,0.55,0.07,18.5062721333333,0.355555555555556,0.445454545454545,0.0845454545454545,11.4766348208278,0.41824206067142,22.8554487061766,10.092479338843,2.06894736842105,7.46111989189539,1,378900,60060,457052,0.153333333333333,"Pennate Diatoms",-0.871694921551389,-1.97262753739403,3.12918954432678,2.91810970885939,0.727039960267329,-0.59783700075562,13.0325524489612,4
"Mar-2018",2018,3,2018-03-01,"Confluence",0.15625,0.489375,0.06875,15.4258057633333,0.264285714285714,0.4875,0.0775,12.2997759333784,0.391360704537016,23.0177586735198,10.4084426229508,3.39,7.65926847789731,1,823300,112590,1015191,0.15,"Pennate Diatoms",-0.938125626257496,-1.85629799036563,3.13626603424074,2.73604180592037,1.22082992139236,-0.714626212237069,13.8305873300948,4
"Apr-2018",2018,4,2018-04-01,"Confluence",0.0821428571428571,0.228571428571429,0.0514285714285714,14.652663072,0.1892395,0.342857142857143,0.0578571428571429,15.5917984990265,0.0791318284189948,22.3389599880629,9.2825,2.08333333333333,7.53205816387791,1,1065600,214350,1376252,0.27,"Cyanobacteria",-2.53664010310714,-2.4992953872401,3.10633223875537,2.68462209860186,0.733969175080201,-1.47590651980958,14.1348744202423,2
"May-2018",2018,5,2018-05-01,"Confluence",0.075,0.298571428571429,0.0678571428571429,13.9989764436364,0.245454545454545,0.385714285714286,0.0821428571428571,18.3318978449085,0.186040545982724,35.5270795155517,9.08253012048193,3.2895,7.85868654531359,1,335980,160610,548594,0.971351351351351,"Pennate Diatoms",-1.68179063987069,-2.59026716544583,3.57029520894981,2.63898421577368,1.19073557754392,-1.20874608307859,13.2151139204955,4
"Jun-2018",2018,6,2018-06-01,"Confluence",0.05831575,0.32,0.080625,13.4258009033333,0.225,0.36875,0.093125,21.2242427592077,0.567031551245923,24.5118831807462,8.07368932038835,2.4235,7.56223079178644,1.51111111111111,361900,44748,444915,0.746666666666667,"Cyanobacteria",-0.56734033086619,-2.84188306773688,3.19915802774829,2.59717829621946,0.885212776303294,-1.13943428318836,13.0056385316675,2
"Jul-2018",2018,7,2018-07-01,"Confluence",0.0633333333333333,0.329166666666667,0.0791666666666667,13.2040089938462,0.142558333333333,0.3,0.0883333333333333,22.3243678074154,0.627444004211299,18.5543334269563,8.18067226890756,4.55130434782609,7.70406752020644,2.53191489361702,475400,17437,520230,0.8760515604661,"Centric Diatoms",-0.466100848274651,-2.75934349548976,2.92070336969354,2.58052049513629,1.5154138617328,-1.11119107087497,13.1620263004607,0
"Aug-2018",2018,8,2018-08-01,"Confluence",0.0816666666666667,0.24675,0.07375,13.7267893046154,0.15371375,0.233416666666667,0.0825,21.4188098943542,0.876535767568429,17.0968026670707,7.99454545454545,3.30812206077576,7.69521976618337,2.27659574468085,572800,17097,614534,1.13,"Centric Diatoms",-0.131777768187693,-2.50510935710552,2.83889146749207,2.61934934717638,1.19638067514327,-1.39937960066855,13.3286195359938,0
"Sep-2018",2018,9,2018-09-01,"Confluence",0.0664375,0.2268125,0.0790625,15.6427530707692,0.142691,0.26775,0.0886875,20.2648364780244,0.907765469489677,10.5571223078299,8.12026548672566,1.80384615384615,7.71826035568302,2.03921568627451,506300,29999,568989,0.782623606512291,"Pennate Diatoms",-0.0967692272579304,-2.71149362287997,2.35680073241263,2.75000774716892,0.589921137430752,-1.48363159400885,13.2516163807599,4
"Oct-2018",2018,10,2018-10-01,"Confluence",0.0780588235294118,0.304764705882353,0.0821176470588235,14.8443719742857,0.0866022,0.257647058823529,0.0888235294117647,18.3097431192795,1.49247225212989,10.3588947447464,8.59385964912281,1.54119398039216,7.80569250910176,2.11320754716981,346190,58510,429305,1.09405405405405,"Centric Diatoms",0.40043397457403,-2.55029258870615,2.33784554627006,2.69762080178264,0.432557427969451,-1.18821525622356,12.9699229010118,0
"Nov-2018",2018,11,2018-11-01,"Confluence",0.139769230769231,0.456384615384615,0.0841538461538461,13.9888888888889,0.109777909090909,0.315384615384615,0.0872307692307692,14.9940123822276,2.2200970802458,8.22140002292038,9.05262711864407,1.4248275862069,7.54991209442712,1.34782608695652,288350,46920,351700,0.61,"Pennate Diatoms",0.797550924768515,-1.9677625680475,2.10674051365551,2.63826336371408,0.354050814264964,-0.78441937018503,12.7705338184621,4
"Dec-2018",2018,12,2018-12-01,"Confluence",0.1701875,0.5415625,0.08125,15.2430834523077,0.265714285714286,0.4170625,0.0900625,11.4030883746515,1.44213826713785,13.6332716136596,9.06165289256198,0.902777777777778,7.6978376732527,1,467900,42930,527161,0.48,"Pennate Diatoms",0.366126919937209,-1.77085450854816,2.61251324725496,2.72412585606021,-0.102278849120418,-0.613296799072212,13.1752612837133,4
"Jan-2019",2019,1,2019-01-01,"Confluence",0.2193,1.1107,0.0813,18.2555555555556,0.38875,0.5495,0.1032,9.81293303746804,0.664847950839074,39.1750476006624,9.46216216216216,1.46333333333333,7.56770414800466,1,978900,47450,1133577,0.276666666666667,"Pennate Diatoms",-0.408196909824393,-1.51731462355829,3.66804000331888,2.904469447707,0.38071693841897,0.104990447190937,13.9408886778091,4
"Feb-2019",2019,2,2019-02-01,"Confluence",0.102625,0.449625,0.0695,16.54502502,0.288571428571429,0.52775,0.105875,9.67564371370253,0.0856293098990449,60.8957895325473,9.77785714285714,1.879375,7.49192870443753,1,1548100,242320,2407685,0.283333333333333,"Cyanobacteria",-2.4577276490791,-2.27667371120954,4.10916403492916,2.80608545361178,0.630939274760656,-0.799341376966349,14.6941762629005,2
